Trial,DTL 0,DTL 1,DTL 2,DTL 3,DTL 4,DTL 5,DTL 6,DTL 7,DTL 8,DTL 9,DTL 10,DTL 11,DTL 12,DTL 13,DTL 14,DTL 15,DTL 16,DTL 17,DTL 18,DTL 19,DTL 20,DTL 21,DTL 22,DTL 23,DTL 24,DTL 25
0,0.17324583891461542,0.4668789649727348,0.5797011411758475,0.6962684966525813,0.656009869728162,0.6936281375373239,0.7079527807725348,0.7400402067465748,0.7591670513847696,0.7711465479126722,0.7792011998359004,0.792460851248741,0.7920116851900819,0.8242729479456216,0.8256453014027727,0.8270264484837219,0.8235995512095529,0.8328120739513717,0.8921515900376766,0.8895507887508196,0.9076152252779209,0.9129709470074069,0.9153039894818428,0.9150308092116142,0.9158147903855844,0.9180251589225114
1,0.18983284848324727,0.44170975486249964,0.5859583724585931,0.6359311579444922,0.6774624475625333,0.7955342929658653,0.8069118132293337,0.8294696090561375,0.8342425275810332,0.8325516332946334,0.8376993324515916,0.8360069403516154,0.8382767726813831,0.8419885733634537,0.8510439371001824,0.8896186459474761,0.8955871465026966,0.8963711592613391,0.9049026234541787,0.9097016426838589,0.9124670805119951,0.9131480069093012,0.9124780761554064,0.9135069214305913,0.9158274624563547,0.9153566770458613
2,0.12222157978503535,0.4119363054164772,0.4882891768214165,0.5802349445119921,0.5845938406415728,0.6566136860603243,0.6556706593836101,0.701843973214086,0.7001197807795191,0.7331133508703644,0.7401293056173807,0.7670042541214755,0.779990983001293,0.7813216327976268,0.785021470512968,0.7995053461211852,0.8175932660694037,0.827433664691274,0.8303301229694157,0.8332717755606925,0.83780694018386,0.8413768773719308,0.8410383461275291,0.8444068403614158,0.8522704130397923,0.8563573156576897
3,0.2000566610360474,0.4754415355893788,0.5008681769020972,0.5602624053372317,0.630432715997362,0.668816479255116,0.7277889787388061,0.775670704208315,0.8133610536324251,0.8298941189372008,0.8382420605775406,0.8469780289856775,0.8493527540984201,0.8577616661899816,0.8635824393079163,0.865046024759525,0.8623494436311064,0.8621807955313726,0.8629515967877317,0.896300252322912,0.9023719427625781,0.9118853604396648,0.9330948802919617,0.9342111950058568,0.9361629008060954,0.9349680862514088
4,0.346534927133093,0.35179779850496556,0.34934952223410853,0.36963882910099793,0.3918783418618672,0.5133175257907626,0.6789584848696573,0.6902235031106587,0.6867202956930966,0.6965060656202892,0.7212802390612573,0.7204307391858044,0.7370472297414211,0.7756522299400478,0.7969309113044442,0.806011316742208,0.8085693817515304,0.8105369455446394,0.8118526018250302,0.8145664150578604,0.8412361275395736,0.8529984704526966,0.8904411722340978,0.8989369008283988,0.9015674724759793,0.9060831244789668
5,0.04620238345141794,0.1879279200294925,0.14521047420154987,0.21042227210237757,0.20512012140973432,0.2616532919142099,0.31551899661325533,0.4317911251263548,0.47088260257368025,0.5352647819484463,0.5575105157958318,0.6524526641043533,0.7168706169790057,0.7824807748663121,0.8036072679629296,0.8320921784877228,0.8550723941376956,0.8620206772023264,0.8843617930671153,0.8998733798432267,0.9000011279163637,0.9290993062727538,0.9280705886926928,0.9262024017142996,0.9275852390278018,0.9268561835614443
6,0.06255055648625908,0.26785435669565644,0.4557001964869538,0.5548295060018266,0.5998252216146677,0.6099951391978027,0.7200091819888553,0.7254034725954491,0.7808973230066715,0.7841815694993889,0.792417627530432,0.8293695211511865,0.8341208864520001,0.8608392288694143,0.8886617758105552,0.8930513720027128,0.8905612078226801,0.8856305920615026,0.888617116868681,0.89022533075509,0.8855513468132533,0.8957072344532071,0.9031637464331917,0.9078906377729142,0.9101162241934742,0.9161512745582054
7,0.20145690805774655,0.23329538224849947,0.2503519752745468,0.27550756062695714,0.4563222099017067,0.43034490280442866,0.5187935704735753,0.5189438981344773,0.514625658543362,0.5203860526334222,0.5645420520507587,0.706258190000462,0.7412740246419182,0.7743989660423091,0.769749981438719,0.7732946370464068,0.8387723340717056,0.846128586131248,0.8517335257647664,0.8741843746122829,0.8802031317535208,0.8812893530369884,0.8809960367724808,0.8791396960903347,0.8756773654535217,0.883855650967062
8,0.12083415184860927,0.26328253433460447,0.3438686945198607,0.44610197220724546,0.6925241859414052,0.724533005481005,0.7635931103806363,0.7763517274777011,0.785891836584836,0.7943503872306394,0.797058558313588,0.834525883011842,0.8351428851872427,0.8823787482104783,0.8884999209803214,0.8917884775899534,0.8940439119759489,0.8960274110602249,0.9016022925188146,0.902693418675174,0.9019119275232402,0.8997426261230478,0.9058686732900135,0.9066540627705271,0.9118529394061652,0.9149677020716942
9,0.5378406807481518,0.49610038912887594,0.49906869053947667,0.5276378010548763,0.6219441215234534,0.7193038061431084,0.7664444766699371,0.7789528484075103,0.7757302230679399,0.774374906082943,0.8279929455428438,0.828044111817457,0.8316445919030357,0.8292077515834555,0.8630471832074947,0.8743714862961152,0.8670503321554556,0.8741626779402876,0.8768822520720252,0.8813350593767194,0.8755606961696821,0.9058618570194595,0.9077840547816883,0.9096714096561876,0.9116895585032643,0.9185759206553009
10,0.09824299913945911,0.3039030799333097,0.39747117173630747,0.5690551771827079,0.6474655283505979,0.7167385318435123,0.7319644193299292,0.7442095035318621,0.7772698378104085,0.8189582436076349,0.8749253592821569,0.8729816327271244,0.88003637323006,0.8956344580258653,0.9041494215757531,0.9096675401453161,0.9080160587231182,0.9156301775279062,0.9200000070106008,0.9274768803480253,0.9298866904297476,0.9303814575340729,0.9335999707004653,0.9339203615511338,0.9328044619376743,0.9337499873387974
11,0.49213364112591784,0.5961840563661942,0.6263102945912731,0.6493664811669113,0.6495467353746872,0.68363582790307,0.8027698061749269,0.8132674012382408,0.8286939513795611,0.8297730428147656,0.8354697863073275,0.8402104199090105,0.8615966373544642,0.878696588326873,0.8949936172076985,0.8960552477035274,0.8924630796738677,0.8926890779349075,0.8984589678701541,0.8994624263162745,0.898796115317319,0.8999922112460548,0.9068929665016144,0.9102059558760626,0.9118951069020306,0.9132621259296508
12,0.44840137645684097,0.48063049999947266,0.4690321492078172,0.6709295778245217,0.5919421251477708,0.7756160477618496,0.7871897452789584,0.7829262887657528,0.8158846431690222,0.8251384882731329,0.8294447670729802,0.840605494184927,0.8488996567789661,0.8645240934063476,0.8794884587233747,0.8815554521353657,0.8790168497426651,0.8871753117366571,0.8937407619843011,0.9057213381968015,0.9099590659574223,0.9113348260179663,0.9130467631234472,0.913682727657396,0.9156073130845853,0.9176088351190375
13,0.06415875821590815,0.31248426978039595,0.34998496062703366,0.38367282415234377,0.5076349207688369,0.5066573324139585,0.3332605378407334,0.6592032648865332,0.7162701352461311,0.778557976335966,0.7995589808223215,0.8307000719834432,0.8385856345588714,0.8315004572168121,0.8335914264094831,0.8389387879277098,0.8516856142098649,0.8725981663935014,0.8824827874032549,0.8832185051374932,0.8818431562259587,0.8914317892006245,0.8914174576112279,0.9336067892020484,0.9345553770388777,0.9411783530896937
14,0.2803147994542594,0.33469717248631664,0.5766786645673546,0.6235986829220503,0.6354910471429966,0.6547611416639706,0.6530094330939529,0.6581130088786029,0.666879539814663,0.669234580894585,0.6745432912254131,0.7244392645475094,0.7298553430814608,0.7405659655826068,0.7887120372495572,0.7952777985804391,0.8295303610712148,0.8698996333254645,0.8815317928376154,0.8847196625300686,0.8924811954755119,0.8962062674184885,0.8958227428329645,0.8949333050661256,0.9065662106216187,0.9124108722561829
15,0.4271955497680729,0.55620398940581,0.5500469808875578,0.5224117141721154,0.45999805004507627,0.7234086073489147,0.6637127552629818,0.6895442941696364,0.7129485451010311,0.7224352021965885,0.7722652832229209,0.7887071824251554,0.8237537903509775,0.8646198827161108,0.8812982910807143,0.87671688675893,0.9103713832179695,0.9123851912626871,0.9135430526539299,0.9133026607324464,0.9242719717171493,0.9271827251618059,0.9261458138891149,0.9231748146747102,0.923920254710406,0.923081808695038
16,0.2586186084830949,0.25552489236226444,0.33672044825508923,0.5059051202180186,0.49554675869824294,0.46100217020466694,0.4645832948667135,0.48125648033656426,0.554888959316652,0.5548098152894926,0.5526086476771516,0.7177772693375897,0.7352816199396704,0.7496446104473502,0.8184619445167977,0.8409907306967411,0.8521607980887193,0.866996261827991,0.8661095427330759,0.8589010171065685,0.8565540047339129,0.8594022588888927,0.8560456756400482,0.8554971535605048,0.886049148640323,0.8866872826918869
17,0.13449637070806253,0.3914214217000057,0.45875836742378795,0.39144810281457504,0.5013581577242002,0.5667477260843066,0.5928874774827388,0.6076119388739116,0.6806762531166262,0.7151773458349424,0.7205889111731063,0.8099645372634277,0.8346553030024193,0.8351049909007521,0.8392724750715509,0.8430166996003714,0.8429120372097325,0.8477150934258612,0.8463125374887778,0.8450235618240312,0.8406702452316628,0.8884898356974444,0.9075530664519935,0.9139501379076356,0.9166694229005447,0.923040348235086
18,0.2222083351285867,0.0657217249871929,0.2472860133864653,0.5877642868926717,0.6402694986811795,0.6685918922119938,0.6660520631924963,0.66388216013455,0.6751444289916471,0.6759714293632697,0.7722032059168049,0.7764227180190567,0.7840674668452595,0.7955775597439307,0.7898686953296365,0.7923166782484715,0.7982966893852615,0.8051616196828726,0.8109558961131568,0.8135592826887411,0.8158697036796453,0.8156632449716847,0.8448123224730932,0.847893973136361,0.8711469226749933,0.8841037641256093
19,0.06837805734682033,0.3470058564941256,0.41718905674599244,0.4794377668599173,0.4928160830146198,0.49361108800908055,0.4957674256193803,0.6267127009484196,0.6253424178024128,0.6187608413544146,0.7371627283754622,0.7324453473383776,0.7495552866100487,0.7806112566255959,0.8713313139231497,0.8743998366983824,0.8956292675289448,0.894438791651925,0.8930064540779697,0.9015249953983275,0.9025098563121028,0.8982753539771915,0.8987942214404537,0.9010604952760676,0.9012007745097136,0.902202977663433
20,0.32401944975084535,0.3099956582807166,0.30485568297200993,0.36517839892904186,0.4128978897331816,0.5037613753962291,0.524054340213007,0.588800066468541,0.6728927161013969,0.7033114326048728,0.7201977270104327,0.7364758396169627,0.79140801245531,0.7923448945131939,0.8107891992534256,0.8169694023976589,0.8213450857705886,0.821077471626923,0.8392753329221262,0.8503964761353875,0.8503776996269475,0.857874603215696,0.8644324575375795,0.8683131965994679,0.8935851512948697,0.896121788867637
21,0.034596121437116135,0.21344379736038074,0.24373992641734468,0.25302009276544374,0.36034390170058367,0.19525450341521808,0.2900068221540582,0.2776006916752735,0.3090496059813479,0.5628322304269584,0.6252726928368099,0.8041624367875836,0.8373268379852541,0.8402826081036587,0.8656286477961614,0.8681283860979112,0.8776522537769263,0.8855448729879952,0.8992420199613085,0.9121795209114208,0.9201311390603257,0.9250994308834506,0.9338616701605913,0.9345802478985216,0.9446049797910392,0.9463450465155556
22,0.06089810751463302,0.21162557256602038,0.3578363521276737,0.4410569436135871,0.45582606629238026,0.44460516248841936,0.4999588580016961,0.419888400684735,0.7631058829173418,0.7621534653644567,0.7869360640506713,0.7923854269608629,0.8350748992840746,0.8354139368169002,0.87265891590791,0.8753485901117213,0.8779562049812001,0.8799136382169868,0.8884460994018609,0.9135442498226144,0.917913607041895,0.9211259452174649,0.9214753524591386,0.9227599230725945,0.9251815419349948,0.9256469167015756
23,0.21851229629060018,0.562894393689617,0.5617531602015724,0.5854225547896117,0.6003804956761174,0.705850450633052,0.718123090651025,0.7507372581949032,0.8330897629730337,0.8342746222673245,0.8385846201770515,0.8533346310960775,0.8526180199918919,0.8796100988601613,0.897401098676669,0.8908155428237987,0.9083781264309522,0.9091508143633592,0.914575746897098,0.916852141840774,0.9186793262684148,0.9275766097152365,0.9293574042248874,0.929567414225171,0.9322831291323401,0.9330825004187808
24,0.09094125055181702,0.39938424787307114,0.42080333664866976,0.6326836781412299,0.6281922404987729,0.6406215756664482,0.6627631455385448,0.6788793836600939,0.7150562650573888,0.7149602326680906,0.7286208056656078,0.7354721557955956,0.7651739459537295,0.8052400794849899,0.8473810985939911,0.8654526417913263,0.8675704211915418,0.8782232130189958,0.8867372968991081,0.8871426754589401,0.8911590598913175,0.8899834255425414,0.8873109669145235,0.8906788948388197,0.8944004177906989,0.893312961205275
25,0.05643655054059798,0.15782320499256017,0.29916127322957786,0.2518731325645312,0.26266763462731846,0.2893116138329184,0.5857273251027263,0.6761880288730633,0.6456872723525399,0.7208670170763292,0.785264444321354,0.7837280682570976,0.794321980442678,0.8312945879588592,0.8324356343092064,0.8339802601770924,0.8562985973658499,0.899286950421727,0.8991943487737869,0.8967689503548361,0.9061334658461547,0.9080178117296046,0.903371127780098,0.9304234475099276,0.9329506694753589,0.9333678042257724
26,0.1709643344712366,0.3203338397110427,0.3439183870353207,0.44600800111922256,0.5559409114475499,0.5840993961084527,0.6241735082919381,0.7128049887997209,0.7132594884932537,0.7193308674661097,0.7438656745540101,0.7520622455474172,0.8015127567564346,0.806594934781664,0.8409733236170565,0.842096991216293,0.8412173092748999,0.8714965333433967,0.8804282736452809,0.8831702870519165,0.8768617324049417,0.8712932956818397,0.8844213678871564,0.8922376453510182,0.891897308608898,0.897452534527124
27,0.6555468518230545,0.6643744047897224,0.767926340209126,0.7469145977691823,0.7513683655082346,0.75196914170936,0.7545669881118484,0.7673996409266717,0.7719383790009052,0.7820697214402261,0.7845426611879741,0.8077570398957206,0.8113415128540953,0.8519199432748137,0.8523230110471215,0.8706667280662823,0.8711851377828612,0.8739892593319836,0.8750709208688484,0.8730608751798793,0.874998219238748,0.9027657386072991,0.9039661588654587,0.9050754263883818,0.9078631980072622,0.9089448522823428
28,0.13027305253863541,0.21298470777969974,0.2501120303550697,0.24078866340579289,0.3134538709155112,0.33196167354403455,0.5992936838152266,0.568582783536406,0.5816553730519111,0.6552002799478452,0.6795481524249025,0.8080248919631008,0.7997112848268666,0.8054380581495936,0.8022861156228611,0.8053802753027205,0.8079799209936929,0.8286407176137552,0.841083919454316,0.8428476977249226,0.8516315561606427,0.8570430784363415,0.8628436350228538,0.8649795272091567,0.8692608670653177,0.8676738194680796
29,0.33932021972908183,0.38589358333899737,0.5110334243438417,0.5364558637807808,0.7194402765282936,0.752814688145062,0.769756000126917,0.7939860651820629,0.8401446709232696,0.854934213501707,0.8546162580537854,0.8609699108483738,0.8639441059724172,0.8723742826679852,0.871713684375535,0.8953087421673316,0.9241951326080394,0.9270652246823274,0.9279612234091816,0.9273284955948464,0.9401070052748507,0.9367986335879278,0.9375414155395667,0.9398404269976504,0.946897010566707,0.9505919439861285
